NR	FILENR	ID	SYMBOL	USE	TRACE	RU	PL
78293	-1	63580	DIA_PAL_6080_BONVIAN_FREECHAPEL_INFO	"AI_OUTPUT(OTHER,SELF,""dia_PAL_6080_Bonvian_FreeChapel_15_05"")"	SUBTITLE	Нет. Кайо остался в часовне.	Nie. Ęŕéî îńňŕëń˙ â ÷ŕńîâíĺ.
78294	-1	63580	DIA_PAL_6080_BONVIAN_FREECHAPEL_INFO	"AI_OUTPUT(SELF,OTHER,""dia_PAL_6080_Bonvian_FreeChapel_04_12"")"	SUBTITLE	Он присмотрит за ней. Я отправлю туда людей, чтобы они вели дозор.	Îí ďđčńěîňđčň çŕ íĺé. ß îňďđŕâëţ ňóäŕ ëţäĺé, ÷ňîáű îíč âĺëč äîçîđ.
78295	-1	63580	DIA_PAL_6080_BONVIAN_FREECHAPEL_INFO	"AI_OUTPUT(SELF,OTHER,""dia_PAL_6080_Bonvian_FreeChapel_04_13"")"	SUBTITLE	Ты отлично потрудился. Хотя и не сомневался, что лорд Хаген умеет подбирать кандидатов для такой работы.	Ňű îňëč÷íî ďîňđóäčëń˙. Őîň˙ č íĺ ńîěíĺâŕëń˙, ÷ňî ëîđä Őŕăĺí óěĺĺň ďîäáčđŕňü ęŕíäčäŕňîâ äë˙ ňŕęîé đŕáîňű.
78296	-1	63580	DIA_PAL_6080_BONVIAN_FREECHAPEL_INFO	"AI_OUTPUT(OTHER,SELF,""dia_PAL_6080_Bonvian_FreeChapel_15_06"")"	SUBTITLE	Э-э, да. От меня еще что-то требуется?	Ý-ý, äŕ. Îň ěĺí˙ ĺůĺ ÷ňî-ňî ňđĺáóĺňń˙?
78297	-1	63580	DIA_PAL_6080_BONVIAN_FREECHAPEL_INFO	"AI_OUTPUT(SELF,OTHER,""dia_PAL_6080_Bonvian_FreeChapel_04_14"")"	SUBTITLE	Нет. На составление полного отчета уйдет много времени. К тому же у меня нехватка людей.	Nie. Íŕ ńîńňŕâëĺíčĺ ďîëíîăî îň÷ĺňŕ óéäĺň ěíîăî âđĺěĺíč. Ę ňîěó ćĺ ó ěĺí˙ íĺőâŕňęŕ ëţäĺé.
78298	-1	63580	DIA_PAL_6080_BONVIAN_FREECHAPEL_INFO	"AI_OUTPUT(SELF,OTHER,""dia_PAL_6080_Bonvian_FreeChapel_04_15"")"	SUBTITLE	У меня есть для тебя небольшое поручение, а так нет. Ты свободен.	Ó ěĺí˙ ĺńňü äë˙ ňĺá˙ íĺáîëüřîĺ ďîđó÷ĺíčĺ, ŕ ňŕę íĺň. Ňű ńâîáîäĺí.
78299	2974	220059	DIA_PAL_6080_BONVIAN_FREECHAPEL_INFO	B_SUCCESSMISSION.LASTNODE	LOG_ADDENTRY.PAR1	Лорд Бонвиан остался доволен моей помощью в освобождении часовни.	Ëîđä Áîíâčŕí îńňŕëń˙ äîâîëĺí ěîĺé ďîěîůüţ â îńâîáîćäĺíčč ÷ŕńîâíč.
78300	2974	220060	DIA_PAL_6080_BONVIAN_NEWLANDLORD	C_INFO.DESCRIPTION	C_INFO.DESCRIPTION	Поручение?	Ďîđó÷ĺíčĺ?
78301	-1	63583	DIA_PAL_6080_BONVIAN_NEWLANDLORD_INFO	"AI_OUTPUT(OTHER,SELF,""dia_PAL_6080_Bonvian_NewLandLord_15_00"")"	SUBTITLE	Поручение?	Ďîđó÷ĺíčĺ?
78302	-1	63583	DIA_PAL_6080_BONVIAN_NEWLANDLORD_INFO	"AI_OUTPUT(SELF,OTHER,""dia_PAL_6080_Bonvian_NewLandLord_04_01"")"	SUBTITLE	Да, можно сказать, просто твой совет.	Äŕ, ěîćíî ńęŕçŕňü, ďđîńňî ňâîé ńîâĺň.
78303	-1	63583	DIA_PAL_6080_BONVIAN_NEWLANDLORD_INFO	"AI_OUTPUT(SELF,OTHER,""dia_PAL_6080_Bonvian_NewLandLord_04_02"")"	SUBTITLE	Мы здесь временно.	Ěű çäĺńü âđĺěĺííî.
78304	-1	63583	DIA_PAL_6080_BONVIAN_NEWLANDLORD_INFO	"AI_OUTPUT(SELF,OTHER,""dia_PAL_6080_Bonvian_NewLandLord_04_03"")"	SUBTITLE	Хоть я и дал разрешение Кайо снова нести службу в церкви, он не отвечает за дела на острове.	Őîňü ˙ č äŕë đŕçđĺřĺíčĺ Ęŕéî ńíîâŕ íĺńňč ńëóćáó â öĺđęâč, îí íĺ îňâĺ÷ŕĺň çŕ äĺëŕ íŕ îńňđîâĺ.
78305	-1	63583	DIA_PAL_6080_BONVIAN_NEWLANDLORD_INFO	"AI_OUTPUT(SELF,OTHER,""dia_PAL_6080_Bonvian_NewLandLord_04_04"")"	SUBTITLE	Остров нуждается в новом управленце.	Îńňđîâ íóćäŕĺňń˙ â íîâîě óďđŕâëĺíöĺ.
78306	-1	63583	DIA_PAL_6080_BONVIAN_NEWLANDLORD_INFO	"AI_OUTPUT(OTHER,SELF,""dia_PAL_6080_Bonvian_NewLandLord_15_01"")"	SUBTITLE	Что ты предлагаешь?	Co proponujesz?
