NR	FILENR	ID	SYMBOL	USE	TRACE	RU	PL
66199	2845	206907	DIA_EX_AMON_LAZYBONES	C_INFO.DESCRIPTION	C_INFO.DESCRIPTION	Исаак ожидает тебя с нетерпением у ворот.	Čńŕŕę îćčäŕĺň ňĺá˙ ń íĺňĺđďĺíčĺě ó âîđîň.
66200	-1	58455	DIA_EX_AMON_LAZYBONES_INFO	"AI_OUTPUT(OTHER,SELF,""DIA_EX_Amon_lazybones_15_00"")"	SUBTITLE	Исаак ожидает тебя с нетерпением у ворот.	Čńŕŕę îćčäŕĺň ňĺá˙ ń íĺňĺđďĺíčĺě ó âîđîň.
66201	-1	58455	DIA_EX_AMON_LAZYBONES_INFO	"AI_OUTPUT(OTHER,SELF,""DIA_EX_Amon_lazybones_15_01"")"	SUBTITLE	Ты должен будешь подменить его.	Ňű äîëćĺí áóäĺřü ďîäěĺíčňü ĺăî.
66202	-1	58455	DIA_EX_AMON_LAZYBONES_INFO	"AI_OUTPUT(SELF,OTHER,""DIA_EX_Amon_lazybones_07_02"")"	SUBTITLE	О, нет! Я стоял постоянно у Фальго, теперь у меня не будет времени на перерывы.	Î, íĺň! ß ńňî˙ë ďîńňî˙ííî ó Ôŕëüăî, ňĺďĺđü ó ěĺí˙ íĺ áóäĺň âđĺěĺíč íŕ ďĺđĺđűâű.
66203	-1	58455	DIA_EX_AMON_LAZYBONES_INFO	"AI_OUTPUT(SELF,OTHER,""DIA_EX_Amon_lazybones_07_03"")"	SUBTITLE	Скажи Исааку, что он не может так поступить и передай ему от меня настойку можжевельника.	Ńęŕćč Čńŕŕęó, ÷ňî îí íĺ ěîćĺň ňŕę ďîńňóďčňü č ďĺđĺäŕé ĺěó îň ěĺí˙ íŕńňîéęó ěîććĺâĺëüíčęŕ.
66204	2845	206912	DIA_EX_AMON_LAZYBONES_INFO	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Амон вовсе не был встревожен новостью, что ему нужно подменить Исаака. Он дал мне настойку можжевльника, которой хочет переубедить Исаака.	Ŕěîí âîâńĺ íĺ áűë âńňđĺâîćĺí íîâîńňüţ, ÷ňî ĺěó íóćíî ďîäěĺíčňü Čńŕŕęŕ. Îí äŕë ěíĺ íŕńňîéęó ěîććĺâëüíčęŕ, ęîňîđîé őî÷ĺň ďĺđĺóáĺäčňü Čńŕŕęŕ.
66205	2845	206913	DIA_EX_AMON_NOBOOZE	C_INFO.DESCRIPTION	C_INFO.DESCRIPTION	Исаак ничего не хочет знать о твоем можжевельнике.	Čńŕŕę íč÷ĺăî íĺ őî÷ĺň çíŕňü î ňâîĺě ěîććĺâĺëüíčęĺ.
66206	-1	58458	DIA_EX_AMON_NOBOOZE_INFO	"AI_OUTPUT(OTHER,SELF,""DIA_EX_Amon_nobooze_15_00"")"	SUBTITLE	Исаак ничего не хочет знать о твоем можжевельнике, вспомнив о 50 золотых, которые ты ему должен.	Čńŕŕę íč÷ĺăî íĺ őî÷ĺň çíŕňü î ňâîĺě ěîććĺâĺëüíčęĺ, âńďîěíčâ î 50 çîëîňűő, ęîňîđűĺ ňű ĺěó äîëćĺí.
66207	-1	58458	DIA_EX_AMON_NOBOOZE_INFO	"AI_OUTPUT(SELF,OTHER,""DIA_EX_Amon_nobooze_07_01"")"	SUBTITLE	Пфф! Он должен был сказать об этом мне раньше, шельмец.	Ďôô! Îí äîëćĺí áűë ńęŕçŕňü îá ýňîě ěíĺ đŕíüřĺ, řĺëüěĺö.
66208	-1	58458	DIA_EX_AMON_NOBOOZE_INFO	"AI_OUTPUT(SELF,OTHER,""DIA_EX_Amon_nobooze_07_02"")"	SUBTITLE	Я не подойду к воротам в любом случае. Напыщенный франт.	ß íĺ ďîäîéäó ę âîđîňŕě â ëţáîě ńëó÷ŕĺ. Íŕďűůĺííűé ôđŕíň.
66209	2845	206917	DIA_EX_AMON_NOBOOZE_INFO	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	У меня такое чувство, что я могу бегать между ими взад и вперед, а они нисколечко не поколебятся... Нужно сходить к Давиду.	Ó ěĺí˙ ňŕęîĺ ÷óâńňâî, ÷ňî ˙ ěîăó áĺăŕňü ěĺćäó čěč âçŕä č âďĺđĺä, ŕ îíč íčńęîëĺ÷ęî íĺ ďîęîëĺá˙ňń˙... Íóćíî ńőîäčňü ę Äŕâčäó.
66210	-1	58461	DIA_EX_AMON_COOLGUY_INFO	"AI_OUTPUT(SELF,OTHER,""DIA_EX_Amon_coolguy_07_00"")"	SUBTITLE	Ты видел это!	Ňű âčäĺë ýňî!
66211	-1	58461	DIA_EX_AMON_COOLGUY_INFO	"AI_OUTPUT(SELF,OTHER,""DIA_EX_Amon_coolguy_07_01"")"	SUBTITLE	Остались здесь еще разумные люди.	Îńňŕëčńü çäĺńü ĺůĺ đŕçóěíűĺ ëţäč.
66212	-1	58461	DIA_EX_AMON_COOLGUY_INFO	"AI_OUTPUT(SELF,OTHER,""DIA_EX_Amon_coolguy_07_02"")"	SUBTITLE	Если бы Исаак был вдвое кооперативнее, чем Давид, у нас было бы на одну крупную проблему меньше.	Ĺńëč áű Čńŕŕę áűë âäâîĺ ęîîďĺđŕňčâíĺĺ, ÷ĺě Äŕâčä, ó íŕń áűëî áű íŕ îäíó ęđóďíóţ ďđîáëĺěó ěĺíüřĺ.
66213	2845	206921	DIA_EX_AMON_LOSER	C_INFO.DESCRIPTION	C_INFO.DESCRIPTION	Ты дежуришь здесь постоянно, без перерывов?	Ňű äĺćóđčřü çäĺńü ďîńňî˙ííî, áĺç ďĺđĺđűâîâ?
