NR	FILENR	ID	SYMBOL	USE	TRACE	RU	PL
85767	-1	66921	DIA_SLD_6176_GASTON_HUNGER_INFO	"AI_OUTPUT(SELF,OTHER,""SLD_6021_Gaston_Hunger_Info_12_09"")"	SUBTITLE	Ты что-то замышляешь?	Ňű ÷ňî-ňî çŕěűřë˙ĺřü?
85768	-1	66921	DIA_SLD_6176_GASTON_HUNGER_INFO	"AI_OUTPUT(OTHER,SELF,""SLD_6021_Gaston_Hunger_Info_15_10"")"	SUBTITLE	Я? Нет ...	Ja? Ja?
85769	-1	66921	DIA_SLD_6176_GASTON_HUNGER_INFO	"AI_OUTPUT(SELF,OTHER,""SLD_6021_Gaston_Hunger_Info_12_11"")"	SUBTITLE	Странно ты ко мне подлизываешься.	Ńňđŕííî ňű ęî ěíĺ ďîäëčçűâŕĺřüń˙.
85770	-1	66921	DIA_SLD_6176_GASTON_HUNGER_INFO	"AI_OUTPUT(OTHER,SELF,""SLD_6021_Gaston_Hunger_Info_15_12"")"	SUBTITLE	Драган не может покинуть деревню, а мне нужна его помощь.	Äđŕăŕí íĺ ěîćĺň ďîęčíóňü äĺđĺâíţ, ŕ ěíĺ íóćíŕ ĺăî ďîěîůü.
85771	-1	66921	DIA_SLD_6176_GASTON_HUNGER_INFO	"AI_OUTPUT(SELF,OTHER,""SLD_6021_Gaston_Hunger_Info_12_13"")"	SUBTITLE	Я знал это.	Wiedziałem, że tak będzie.
85772	-1	66921	DIA_SLD_6176_GASTON_HUNGER_INFO	"AI_OUTPUT(SELF,OTHER,""SLD_6021_Gaston_Hunger_Info_12_14"")"	SUBTITLE	Однако я тут не причем.	Îäíŕęî ˙ ňóň íĺ ďđč÷ĺě.
85773	-1	66921	DIA_SLD_6176_GASTON_HUNGER_INFO	"AI_OUTPUT(SELF,OTHER,""SLD_6021_Gaston_Hunger_Info_12_15"")"	SUBTITLE	Иди с ним куда угодно, но поторопись.	Čäč ń íčě ęóäŕ óăîäíî, íî ďîňîđîďčńü.
85774	-1	66921	DIA_SLD_6176_GASTON_HUNGER_INFO	"AI_OUTPUT(SELF,OTHER,""SLD_6021_Gaston_Hunger_Info_12_16"")"	SUBTITLE	Вальдемар ничего не должен об этом знать.	Âŕëüäĺěŕđ íč÷ĺăî íĺ äîëćĺí îá ýňîě çíŕňü.
85775	3050	227936	DIA_SLD_6176_GASTON_HUNGER_INFO	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Гастон вырвал компот Матильды прямо-таки у меня из рук. Наконец, я могу с Драганом отправляться на охоту за кровавым падальщиком.	Ăŕńňîí âűđâŕë ęîěďîň Ěŕňčëüäű ďđ˙ěî-ňŕęč ó ěĺí˙ čç đóę. Íŕęîíĺö, ˙ ěîăó ń Äđŕăŕíîě îňďđŕâë˙ňüń˙ íŕ îőîňó çŕ ęđîâŕâűě ďŕäŕëüůčęîě.
85776	-1	66921	DIA_SLD_6176_GASTON_HUNGER_INFO	"AI_OUTPUT(SELF,OTHER,""SLD_6021_Gaston_Hunger_Info_12_17"")"	SUBTITLE	Но это в первый и последний раз.	Íî ýňî â ďĺđâűé č ďîńëĺäíčé đŕç.
85777	3050	227938	DIA_SLD_6176_GASTON_HUNGER_INFO	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Гастон как раз поел. Вероятно, я могу предложить ему компот Матильды, никто не может отказаться от этого.	Ăŕńňîí ęŕę đŕç ďîĺë. Âĺđî˙ňíî, ˙ ěîăó ďđĺäëîćčňü ĺěó ęîěďîň Ěŕňčëüäű, íčęňî íĺ ěîćĺň îňęŕçŕňüń˙ îň ýňîăî.
85778	3050	227939	DIA_SLD_6178_LANDO_WIESTEHTS	C_INFO.DESCRIPTION	C_INFO.DESCRIPTION	Как дела?	Jak się masz?
