NR	FILENR	ID	SYMBOL	USE	TRACE	RU	PL
18564	442	110720	EVT_TRIGGER_CROWBAR_FAIL_FUNC	PRINT.PAR0	PRINT.PAR0	Зайду позже!	Przyjdę później!
18565	442	110721	EVT_SECRET_WALLS_FUNC	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Прямо на спуске в скрытый тоннель тупик. Странно. Наверняка это фальш-стена. Может, где-то в часовне или возле нее есть переключатели?	Tuż przy zejściu do ukrytego tunelu jest ślepy zaułek. Dziwne. To na pewno fałszywa ściana. Może gdzieś w kaplicy lub w jej pobliżu są jakieś przełączniki?
18566	442	110722	EVT_TRIRAMARGOT_FUNC	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Трирамар должен быть в этой комнате. Забрав его, можно будет покинуть Этлу и показать его Ксардасу, после чего уже обратиться в мольбе к Белиару.	Amulet Triramar powinien znajdować się w tym pomieszczeniu. Po zabraniu go będę mógł opuścić Etlu i pokazać go Xardasowi, a potem pomodlić się do Beliara.
18567	442	110728	B_RING_FINDEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Я должен продолжить поиски. Вероятно, кольцо унесло животное.	Muszę kontynuować poszukiwania. Prawdopodobnie pierścień zabrało jakieś zwierzę.
18568	442	110729	B_INSERT_HEILKRAUT	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Я нашел лекарственные водоросли.	Znalazłem lecznicze wodorosty.
18569	442	110730	B_SPITZHACKE_GEFUNDEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Я нашел лом на дне моря.	Znalazłem łom na dnie morza.
18570	442	110731	B_HERO_SAW_SCAVENGER	B_STARTMISSION.FIRSTNOTE	LOG_ADDENTRY.PAR1	Одно из самых опасных местных животных - кровавый падальщик - преграждает дорогу. Без помощи не обойтись, разве что только я должен стать достаточно сильным, чтобы прикончить эту тварь.	Jedno z najniebezpieczniejszych lokalnych zwierząt - krwawy ścierwojad - blokuje drogę. Nie obejdę się bez pomocy, chyba że sam stanę się wystarczająco silny, by wykończyć tę bestię.
18571	442	110732	B_HERO_SAW_SCAVENGER	B_LOGENTRY_QUIET.ENTRY	LOG_ADDENTRY.PAR1	Без помощи я не смогу продолжить поиски Гарвина.	Bez pomocy nie będę w stanie kontynuować poszukiwań Garwina.
18572	442	110733	HERO_SAW_BANDITS	B_STARTMISSION.FIRSTNOTE	LOG_ADDENTRY.PAR1	Похоже, в монастыре хозяйничают бандиты. Я должен пробраться туда и что-то сделать. Но сперва стоит осмотреть островок перед часовней. Возможно, что-то поможет мне.	Wygląda na to, że w klasztorze rządzą bandyci. Muszę się tam dostać i coś z tym zrobić. Najpierw jednak warto rozejrzeć się po wysepce przed kaplicą. Być może coś mi pomoże.
18573	442	110736	EVT_BANDIT_GRAVE_FOUND_FUNC	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Я нашел блюдо и скелет Гарвина.	Znalazłem talerz i szkielet Garwina.
18574	442	110737	EVT_VILLAGE_EVIDENCE_FORGE_FUNC	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	У кузницы стоит одинокая бочка с недавно выкованным оружием. На песке нет больше следов от ящиков или бочек. Не похоже, чтобы вооружение хранилось прямо на улице в кузнице.	Przy kuźni stoi beczka ze świeżo wykutą bronią. Na piasku nie ma śladów po skrzyniach ani beczkach. Nie wygląda na to, by broń była przechowywana bezpośrednio na ulicy przy kuźni.
18575	442	110738	EVT_VILLAGE_EVIDENCE_WINE_FUNC	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Одна из бочек с вином протекает. Судя по следам, это произошло недавно. У днища едва заметное отверстие от лезвия ножа.	Jedna z beczek z winem przecieka. Sądząc po śladach, stało się to niedawno. W dnie widoczna jest ledwo zauważalna dziura po ostrzu noża.
18576	442	110739	EVT_BANDITS_EVIDENCE_POST_FUNC	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	На скальном отвесе у горного массива я обнаружил часть украденного вооружения.	Na skalnym urwisku u podnóża masywu górskiego odkryłem część skradzionej broni.
18577	442	110740	EVT_BANDITS_EVIDENCE_BOAT_FUNC	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Под горным массивом есть крохотный пляж, на котором приставлена лодка. Но зачем оставлять лодку здесь? Отсюда никуда не попасть. Может стоит поискать лестницу или верёвку?	U podnóża masywu górskiego jest malutka plaża, przy której stoi łódź. Ale po co zostawiać tu łódź? Stąd nigdzie się nie dojdzie. Może warto poszukać jakiejś drabiny albo liny?
18578	442	110741	EVT_BANDITS_EVIDENCE_ROPE_FUNC	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	У дороги в горном массиве в папоротнике спрятан канат, привязанный к камню. Снизу едва заметен небольшой пляж. Кто-то что-то поднимал или спускал?	Przy drodze w masywie górskim, ukryta w paprociach, leży lina przywiązana do kamienia. Z dołu ledwo widać niewielką plażę.
18579	442	110742	EVT_BANDITS_EVIDENCE_ENCAMPMENT_FUNC	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	В недрах горного массива у заброшенной шахты я обнаружил целый лагерь бандитов. Здесь было как минимум 10 человек.	W głębi masywu górskiego, przy opuszczonej kopalni, odkryłem obóz bandytów. Było tam co najmniej 10 osób.
18580	442	110743	B_BANDITS_EVIDENCE_ARMORCHEST_S1	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	В одном из сундуков в лагере бандитов я обнаружил комплект доспехов рыцаря. Выглядят они странно и легче, чем кажутся на глаз. Стоит показать их кузнецу.	W jednej ze skrzyń w obozie bandytów znalazłem zbroję rycerską. Wygląda ona dziwnie i jest lżejsza niż się wydaje na pierwszy rzut oka. Warto pokazać ją kowalowi.
18581	442	110751	EVT_CHAPEL_STATUE_FUNC	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	На этой статуе есть странное потертое место. Может, если нажму, что-то произойдет... Я вижу здесь три статуи.	Na tej statule jest dziwne, przetarte miejsce. Może jeśli w nią nacisnę, coś się stanie... Widzę tu trzy posągi.
