NR	FILENR	ID	SYMBOL	USE	TRACE	RU	PL
27	0	1673	NAME_ISLANDFINAL_ZEN	C_GETNAME_CURRENTLEVEL.NAME_LEVEL	PRINTSCREEN.PAR0	Лощина	Ëîůčíŕ
28	0	1674	NAME_SPYRALMINE_ODY_ZEN	---	---	Спиральная шахта	Ńďčđŕëüíŕ˙ řŕőňŕ
29	0	1675	NAME_NATURWORLD_ZEN	C_GETNAME_CURRENTLEVEL.NAME_LEVEL	PRINTSCREEN.PAR0	Остров испытания	Îńňđîâ čńďűňŕíč˙
31	0	1677	NAME_MOUNTAINWORLD_ZEN	C_GETNAME_CURRENTLEVEL.NAME_LEVEL	PRINTSCREEN.PAR0	Баронство	Áŕđîíńňâî
33	0	1679	NAME_ARIDONIA_FLUCHTTUNNEL_ZEN	---	---	Тайная шахта	Ňŕéíŕ˙ řŕőňŕ
34	0	1680	NAME_ERZTAL_ZEN	C_GETNAME_CURRENTLEVEL.NAME_LEVEL	PRINTSCREEN.PAR0	Котлован	Ęîňëîâŕí
35	0	1681	NAME_TERYSOA_ZEN	---	---	Терисоя	Ňĺđčńî˙
36	0	1682	NAME_MONASTERYYARD_ZEN	---	---	Хозяйственный двор	Őîç˙éńňâĺííűé äâîđ
37	0	1683	NAME_MM_WORLDD_ZEN	---	---	Поля драконов	Ďîë˙ äđŕęîíîâ
39	0	1685	TIPS_LOADING_COMMONWORLDS_2	B_LOGENTRY_QUIET.ENTRY	LOG_ADDENTRY.PAR1	Огонек поможет в сборе различных предметов, а также в поиске скрытых вещей	Îăîíĺę ďîěîćĺň â ńáîđĺ đŕçëč÷íűő ďđĺäěĺňîâ, ŕ ňŕęćĺ â ďîčńęĺ ńęđűňűő âĺůĺé
50	0	1696	TIPS_LOADING_COMMONWORLDS_13	B_LOGENTRY_QUIET.ENTRY	LOG_ADDENTRY.PAR1	Герой может получить около 92 достижений за изучение мира. | В дневнике записывается день, когда получено достижение	Ăĺđîé ěîćĺň ďîëó÷čňü îęîëî 92 äîńňčćĺíčé çŕ čçó÷ĺíčĺ ěčđŕ. | Â äíĺâíčęĺ çŕďčńűâŕĺňń˙ äĺíü, ęîăäŕ ďîëó÷ĺíî äîńňčćĺíčĺ
52	0	1698	TIPS_LOADING_COMMONWORLDS_15	B_LOGENTRY_QUIET.ENTRY	LOG_ADDENTRY.PAR1	Переработать добычу выгоднее, чем продать ее как есть	Ďĺđĺđŕáîňŕňü äîáű÷ó âűăîäíĺĺ, ÷ĺě ďđîäŕňü ĺĺ ęŕę ĺńňü
66	0	1712	TIPS_LOADING_COMMONWORLDS_29	B_LOGENTRY_QUIET.ENTRY	LOG_ADDENTRY.PAR1	Для переключения между режимами алхимии | используйте сочетание клавиш Right Shift + K	Äë˙ ďĺđĺęëţ÷ĺíč˙ ěĺćäó đĺćčěŕěč ŕëőčěčč | čńďîëüçóéňĺ ńî÷ĺňŕíčĺ ęëŕâčř Right Shift + K
67	0	1713	TIPS_LOADING_COMMONWORLDS_30	B_LOGENTRY_QUIET.ENTRY	LOG_ADDENTRY.PAR1	Чтобы попасть в Лощину, обратитесь к Ватрасу | после наступления 4 главы. Либо же вы можете помочь | Мелитону в его миссии в Долине Рудников	×ňîáű ďîďŕńňü â Ëîůčíó, îáđŕňčňĺńü ę Âŕňđŕńó | ďîńëĺ íŕńňóďëĺíč˙ 4 ăëŕâű. Ëčáî ćĺ âű ěîćĺňĺ ďîěî÷ü | Ěĺëčňîíó â ĺăî ěčńńčč â Äîëčíĺ Đóäíčęîâ
68	0	1714	TIPS_LOADING_COMMONWORLDS_31	B_LOGENTRY_QUIET.ENTRY	LOG_ADDENTRY.PAR1	Знаком ! перед названием обозначены важные для сюжета квесты	Çíŕęîě ! ďĺđĺä íŕçâŕíčĺě îáîçíŕ÷ĺíű âŕćíűĺ äë˙ ńţćĺňŕ ęâĺńňű
69	0	1715	TIPS_LOADING_COMMONWORLDS_32	B_LOGENTRY_QUIET.ENTRY	LOG_ADDENTRY.PAR1	Сплеш урон требует запасов выносливости	Ńďëĺř óđîí ňđĺáóĺň çŕďŕńîâ âűíîńëčâîńňč
97	0	1743	TIPS_LOADING_NEWWORLD_28	B_LOGENTRY_QUIET.ENTRY	LOG_ADDENTRY.PAR1	У ремесленников на улице мастеров вы можете приобрести книжки, | в которых описано взаимодействие с каждым верстаком или рабочим столом	Ó đĺěĺńëĺííčęîâ íŕ óëčöĺ ěŕńňĺđîâ âű ěîćĺňĺ ďđčîáđĺńňč ęíčćęč, | â ęîňîđűő îďčńŕíî âçŕčěîäĺéńňâčĺ ń ęŕćäűě âĺđńňŕęîě čëč đŕáî÷čě ńňîëîě
136	0	1782	TIPS_LOADING_ISLANDFINAL_1	B_LOGENTRY_QUIET.ENTRY	LOG_ADDENTRY.PAR1	Узнайте историю Хако	Poznaj historię Hako
137	0	1783	TIPS_LOADING_ISLANDFINAL_2	B_LOGENTRY_QUIET.ENTRY	LOG_ADDENTRY.PAR1	Когда кажется все так просто, это все не просто так	Kiedy coś wydaje się takie proste, wcale takie nie jest.
138	0	1784	TIPS_LOADING_ISLANDFINAL_3	B_LOGENTRY_QUIET.ENTRY	LOG_ADDENTRY.PAR1	Здесь находится единственный алтарь Аданоса на острове	Tutaj znajduje się jedyny ołtarz Adanosa na świecie.
139	0	1785	TIPS_LOADING_NATURWORLD_1	B_LOGENTRY_QUIET.ENTRY	LOG_ADDENTRY.PAR1	Соберите ингредиенты для крафта доспеха	Ńîáĺđčňĺ číăđĺäčĺíňű äë˙ ęđŕôňŕ äîńďĺőŕ
140	0	1786	TIPS_LOADING_NATURWORLD_2	B_LOGENTRY_QUIET.ENTRY	LOG_ADDENTRY.PAR1	Найдите оружие с высоким уроном	Íŕéäčňĺ îđóćčĺ ń âűńîęčě óđîíîě
141	0	1787	TIPS_LOADING_NATURWORLD_3	B_LOGENTRY_QUIET.ENTRY	LOG_ADDENTRY.PAR1	Стрелковые боеприпасы можно ремонтировать	Ńňđĺëęîâűĺ áîĺďđčďŕńű ěîćíî đĺěîíňčđîâŕňü
142	0	1788	TIPS_LOADING_NATURWORLD_4	B_LOGENTRY_QUIET.ENTRY	LOG_ADDENTRY.PAR1	Мракорис-альбинос появится после убийства трех боссов	Ěđŕęîđčń-ŕëüáčíîń ďî˙âčňń˙ ďîńëĺ óáčéńňâŕ ňđĺő áîńńîâ
143	0	1789	TIPS_LOADING_NATURWORLD_5	B_LOGENTRY_QUIET.ENTRY	LOG_ADDENTRY.PAR1	Диалоги костра имеют дополнительные возможности | Отключите графический крафт, чтобы их увидеть	Äčŕëîăč ęîńňđŕ čěĺţň äîďîëíčňĺëüíűĺ âîçěîćíîńňč | Îňęëţ÷čňĺ ăđŕôč÷ĺńęčé ęđŕôň, ÷ňîáű čő óâčäĺňü
195	10	3290	NAME_POTION_GUNPOWDER	B_BUILDLEARNSTRINGTALENT.CONCATTEXT	INFO_ADDCHOICE.PAR1	Делать черный порох и снаряжать патроны	Äĺëŕňü ÷ĺđíűé ďîđîő č ńíŕđ˙ćŕňü ďŕňđîíű
210	10	3305	RECIPE_POTION_SPEED_03	FORMPOTIONRECIPE.POTIONRECIPE	LOG_ADDENTRY.PAR1	15 мясо снеппера, 1 грог, 1 луговой горец	15 ě˙ńî ńíĺďďĺđŕ, 1 ăđîă, 1 ëóăîâîé ăîđĺö
469	10	3575	NAME_WEAPON_ITSH_MAKED1	C_ITEM.NAME	C_ITEM.NAME	Тяжелый деревянный щит	Ň˙ćĺëűé äĺđĺâ˙ííűé ůčň
470	10	3576	NAME_WEAPON_ITSH_MAKED2	C_ITEM.NAME	C_ITEM.NAME	Железный щит	Ćĺëĺçíűé ůčň
471	10	3577	NAME_WEAPON_ITSH_MAKED3	C_ITEM.NAME	C_ITEM.NAME	Тяжелый железный щит	Ň˙ćĺëűé ćĺëĺçíűé ůčň
472	10	3578	NAME_WEAPON_ITSH_MAKED4	C_ITEM.NAME	C_ITEM.NAME	Стальной щит	Ńňŕëüíîé ůčň
473	10	3579	NAME_WEAPON_ITSH_MAKED5	C_ITEM.NAME	C_ITEM.NAME	Тяжелый стальной щит	Ň˙ćĺëűé ńňŕëüíîé ůčň
474	10	3580	NAME_WEAPON_ITSH_MAKED6	C_ITEM.NAME	C_ITEM.NAME	Кованый щит	Wykuta tarcza
475	10	3581	NAME_WEAPON_ITSH_MAKED7	C_ITEM.NAME	C_ITEM.NAME	Рудный щит	Đóäíűé ůčň
554	10	4513	TOPIC_BELIARWEAPON_GIFT	LOG_CREATETOPIC.PAR0	LOG_CREATETOPIC.PAR0	Дар Когтя Белиара	Äŕđ Ęîăň˙ Áĺëčŕđŕ
570	10	4880	TOPIC_TEACHLEATHERFABRIC	B_LOGENTRY.TOPIC	LOG_ADDENTRY.PAR0	Обработка кожи и ткани	Îáđŕáîňęŕ ęîćč č ňęŕíč
571	10	4881	TOPIC_TEACHWOODSKILL	LOG_CREATETOPIC.PAR0	LOG_CREATETOPIC.PAR0	Столярное дело	Ńňîë˙đíîĺ äĺëî
572	10	5009	TPMESSAGENOTENOUGHMONEY	---	---	У вас недостаточно денег	Ó âŕń íĺäîńňŕňî÷íî äĺíĺă
573	10	5010	TPMESSAGEOPENWAYPOINT	---	---	Вы обнаружили точку телепортации:	Âű îáíŕđóćčëč ňî÷ęó ňĺëĺďîđňŕöčč:
574	10	5011	TPMESSAGENOTENOUGHMANA	---	---	У вас недостаточно маны	Ó âŕń íĺäîńňŕňî÷íî ěŕíű
575	10	5012	TPMESSAGECOSTACTIVATION	---	---	Стоимость активации:	Ńňîčěîńňü ŕęňčâŕöčč:
576	10	5013	TPWORLDNAME_1	---	---	NEWWORLD|NEWWORLD|Хоринис	NEWWORLD|NEWWORLD|Khorinis
577	10	5014	TPWORLDNAME_2	---	---	NEWWORLD|DAS_WAPPEN|Хиденваль	NEWWORLD|DAS_WAPPEN|Hidenval
578	10	5015	TPWORLDNAME_3	---	---	NEWWORLD|EXODUS|Вальдус	NEWWORLD|EXODUS|Valdus
579	10	5016	TPWORLDNAME_4	---	---	NEWWORLD|DRAGONISLAND|Ирдорат	NEWWORLD|DRAGONISLAND|Irdorath
580	10	5017	TPWORLDNAME_5	---	---	NEWWORLD|INTRUSION|Дальняя долина	NEWWORLD|INTRUSION|Daleka Dolina
581	10	5018	TPWORLDNAME_6	---	---	NEWWORLD|ISLANDFINAL|Лощина	NEWWORLD|ISLANDFINAL|Ëîůčíŕ
582	10	5019	TPWORLDNAME_8	---	---	NEWWORLD|GUARDIANCHAMBERS|Чертоги Вакхана	NEWWORLD|GUARDIANCHAMBERS|Sale Vakhana
583	10	5020	TPWORLDNAME_9	---	---	NEWWORLD|LOSTISLAND|Затерянный остров	NEWWORLD|LOSTISLAND|Zaginiona Wyspa
584	10	5021	TPWORLDNAME_10	---	---	ISLANDSAZGAN|SECRETISLAND|Этлу	ISLANDSAZGAN|SECRETISLAND|Wyspa Etlu
585	10	5022	TPWORLDNAME_11	---	---	ISLANDSAZGAN|PALADINFORT|Азган	ISLANDSAZGAN|PALADINFORT|Fort Azgan
586	10	5023	TPWORLDNAME_12	---	---	ADDON|ADDONWORLD|Яркендар	ADDON|ADDONWORLD|Jarkendar
587	10	5024	TPWORLDNAME_13	---	---	ADDON|DESERTWORLD|Пустоши	ADDON|DESERTWORLD|Pustkowia
588	10	5025	TPWORLDNAME_14	---	---	OLDWORLD|OLDWORLD|Долина Рудников	OLDWORLD|OLDWORLD|Äîëčíŕ Đóäíčęîâ
589	10	5026	TPWORLDNAME_15	---	---	OLDWORLD|ABANDONEDMINE|Заброшенная шахта	OLDWORLD|ABANDONEDMINE|Opuszczona Kopalnia
590	10	5027	TPWORLDNAME_16	---	---	OLDWORLD|DEMONCAVE|Склеп зла	OLDWORLD|DEMONCAVE|Jaskinia Bólu
591	10	5028	TPWORLDNAME_17	---	---	OLDWORLD|FREEMINE|Новая шахта	OLDWORLD|FREEMINE|Wolna Kopalnia
592	10	5029	TPWORLDNAME_18	---	---	OLDWORLD|OLDMINE|Старая шахта	OLDWORLD|OLDMINE|Stara Kopalnia
593	10	5030	TPWORLDNAME_19	---	---	OLDWORLD|FREEMINELAGER|Горный перевал	OLDWORLD|FREEMINELAGER|Przełęcz
594	10	5031	TPWORLDNAME_20	---	---	OLDWORLD|ORCCITY|Город орков	OLDWORLD|ORCCITY|Miasto Orków
595	10	5032	TPWORLDNAME_21	---	---	OLDWORLD|ORCGRAVEYARD|Кладбище орков	OLDWORLD|ORCGRAVEYARD|Cmentarzysko Orków
