NR	FILENR	ID	SYMBOL	USE	TRACE	RU	PL
31058	-1	42663	DIA_MIRAS_LEARNWRITING_INFO_2	"AI_OUTPUT(OTHER,SELF,""Dia_Miras_LearnWriting_15_24"")"	SUBTITLE	Was soll das heiЯen?	Was soll das heißen?
31059	-1	42663	DIA_MIRAS_LEARNWRITING_INFO_2	"AI_OUTPUT(SELF,OTHER,""Dia_Miras_LearnWriting_06_25"")"	SUBTITLE	Das heiЯt, wir werden die Magie zu Hilfe nehmen.	Das heißt, wir werden die Magie zu Hilfe nehmen.
31060	-1	42663	DIA_MIRAS_LEARNWRITING_INFO_2	"AI_OUTPUT(OTHER,SELF,""Dia_Miras_LearnWriting_15_26"")"	SUBTITLE	Wie das?	Wie das?
31061	-1	42663	DIA_MIRAS_LEARNWRITING_INFO_2	"AI_OUTPUT(SELF,OTHER,""Dia_Miras_LearnWriting_06_27"")"	SUBTITLE	Schweig! Fьr dich ist es an der Zeit, nur noch die Magie auf dich wirken und den Rest mir zu ьberlassen.	Schweig! Für dich ist es an der Zeit, nur noch die Magie auf dich wirken und den Rest mir zu überlassen.
31062	-1	42664	DIA_MIRAS_LEARNWRITING_INFO_3	"AI_OUTPUT(OTHER,SELF,""Dia_Miras_LearnWriting_15_28"")"	SUBTITLE	Ich wьrde sagen, dass ich ausreichend lesen und schreiben kann, um immerhin bis hierher gekommen zu sein.	Ich würde sagen, dass ich ausreichend lesen und schreiben kann, um immerhin bis hierher gekommen zu sein.
31063	-1	42664	DIA_MIRAS_LEARNWRITING_INFO_3	"AI_OUTPUT(SELF,OTHER,""Dia_Miras_LearnWriting_06_29"")"	SUBTITLE	Bis wohin? Zu mir? Um endlich RICHTIG lesen und schreiben zu lernen? Na da bist du ja weit gekommen.	Bis wohin? Zu mir? Um endlich RICHTIG lesen und schreiben zu lernen? Na da bist du ja weit gekommen.
31064	-1	42664	DIA_MIRAS_LEARNWRITING_INFO_3	"AI_OUTPUT(OTHER,SELF,""Dia_Miras_LearnWriting_15_30"")"	SUBTITLE	Ich meinte eigentlich hierher in den Orden.	Ich meinte eigentlich hierher in den Orden.
31065	-1	42664	DIA_MIRAS_LEARNWRITING_INFO_3	"AI_OUTPUT(SELF,OTHER,""Dia_Miras_LearnWriting_06_31"")"	SUBTITLE	Wie du siehst, sind wir anderen das auch. Das allein reicht aber nicht. Du musst dich schon beweisen, um auch hier zu bleiben!	Wie du siehst, sind wir anderen das auch. Das allein reicht aber nicht. Du musst dich schon beweisen, um auch hier zu bleiben!
31066	-1	42664	DIA_MIRAS_LEARNWRITING_INFO_3	"AI_OUTPUT(OTHER,SELF,""Dia_Miras_LearnWriting_15_32"")"	SUBTITLE	Ich gebe mein Bestes.	Ich gebe mein Bestes.
31067	-1	42664	DIA_MIRAS_LEARNWRITING_INFO_3	"AI_OUTPUT(SELF,OTHER,""Dia_Miras_LearnWriting_06_33"")"	SUBTITLE	Na wenn das mal genug ist. Womit hast du lesen gelernt?	Na wenn das mal genug ist. Womit hast du lesen gelernt?
31068	-1	42667	DIA_MIRAS_LEARNWRITING2_INFO	"AI_OUTPUT(SELF,OTHER,""Dia_Miras_LearnWriting2_06_01"")"	SUBTITLE	So, ich habe mein Bestes getan und gegeben. Damit mьsstest du ausreichend gerьstet sein, um zumindest den Inhalt unserer Bьcher zu verstehen. Mit ein wenig Glьck schaffst du es auch ohne allzu groЯe Probleme, ein paar Notizen leserlich daraus zu ьbertragen.	So, ich habe mein Bestes getan und gegeben. Damit müsstest du ausreichend gerüstet sein, um zumindest den Inhalt unserer Bücher zu verstehen. Mit ein wenig Glück schaffst du es auch ohne allzu große Probleme, ein paar Notizen leserlich daraus zu übertragen.
31069	-1	42667	DIA_MIRAS_LEARNWRITING2_INFO	"AI_OUTPUT(OTHER,SELF,""Dia_Miras_LearnWriting2_15_02"")"	SUBTITLE	Das war eine der unglaublichsten Erfahrungen, die ich je gemacht habe!	Das war eine der unglaublichsten Erfahrungen, die ich je gemacht habe!
31070	-1	42667	DIA_MIRAS_LEARNWRITING2_INFO	"AI_OUTPUT(SELF,OTHER,""Dia_Miras_LearnWriting2_06_03"")"	SUBTITLE	Es ist ein sehr altes und дuЯerst seltenes Ritual gewesen, welchem ich dich unterzogen habe. Tatsдchlich habe ich es vor vielen Jahren in einem Buch gelesen ...	Es ist ein sehr altes und äußerst seltenes Ritual gewesen, welchem ich dich unterzogen habe. Tatsächlich habe ich es vor vielen Jahren in einem Buch gelesen ...
31071	-1	42667	DIA_MIRAS_LEARNWRITING2_INFO	"AI_OUTPUT(OTHER,SELF,""Dia_Miras_LearnWriting2_15_04"")"	SUBTITLE	Ich danke dir.	Ich danke dir.
31072	-1	42667	DIA_MIRAS_LEARNWRITING2_INFO	"AI_OUTPUT(SELF,OTHER,""Dia_Miras_LearnWriting2_06_05"")"	SUBTITLE	Das solltest du auch. Und vergiss unsere Vereinbarung nicht!	Das solltest du auch. Und vergiss unsere Vereinbarung nicht!
31073	-1	42667	DIA_MIRAS_LEARNWRITING2_INFO	"AI_OUTPUT(OTHER,SELF,""Dia_Miras_LearnWriting2_15_06"")"	SUBTITLE	Kein Sterbenswцrtchen.	Kein Sterbenswörtchen.
31074	-1	42667	DIA_MIRAS_LEARNWRITING2_INFO	"AI_OUTPUT(SELF,OTHER,""Dia_Miras_LearnWriting2_06_07"")"	SUBTITLE	Dann verschwinde schon endlich!	Dann verschwinde schon endlich!
31699	2488	169416	DIA_GRAVO_HELPANGRYNOW_INFO	INFO_ADDCHOICE.PAR1	INFO_ADDCHOICE.PAR1	У меня проблемы на Этлу.	Ó ěĺí˙ ďđîáëĺěű íŕ Ýňëó.
31700	2488	169417	DIA_GRAVO_HELPANGRYNOW_INFO	INFO_ADDCHOICE.PAR1	INFO_ADDCHOICE.PAR1	У меня проблемы в Лощине.	Ó ěĺí˙ ďđîáëĺěű â Ëîůčíĺ.
31704	2488	169421	DIA_GRAVO_HELPANGRYNOW_INFO	INFO_ADDCHOICE.PAR1	INFO_ADDCHOICE.PAR1	Я не могу в лагере Братства поговорить с идолом Ораном.	ß íĺ ěîăó â ëŕăĺđĺ Áđŕňńňâŕ ďîăîâîđčňü ń čäîëîě Îđŕíîě.
