NR	FILENR	ID	SYMBOL	USE	TRACE	RU	PL
9226	114	90206	ITWR_GAENGEZETTEL	C_ITEM.NAME	C_ITEM.NAME	Помятый кусок пергамента	Pogięty kawałek pergaminu
9227	114	90209	ITWR_GAENGEZETTEL	C_ITEM.TEXT	C_ITEM.TEXT	Помятый кусок пергамента	Pogięty kawałek pergaminu
9228	114	90213	USE_GAENGEZETTEL	DOC_PRINTLINES.PAR2	DOC_PRINTLINES.PAR2	День третий:	Dzień trzeci:
9229	114	90215	USE_GAENGEZETTEL	DOC_PRINTLINES.PAR2	DOC_PRINTLINES.PAR2	Уже несколько дней я не видел света...	Od kilku dni nie widziałem światła…
9230	114	90216	USE_GAENGEZETTEL	DOC_PRINTLINES.PAR2	DOC_PRINTLINES.PAR2	Я не мог поверить своим глазам, когда увидел ущелье.	Nie mogłem uwierzyć własnym oczom, gdy zobaczyłem wąwóz.
9231	114	90217	USE_GAENGEZETTEL	DOC_PRINTLINES.PAR2	DOC_PRINTLINES.PAR2	Я вошел в него и солнечный	Wszedłem do niego i oślepiło
9232	114	90218	USE_GAENGEZETTEL	DOC_PRINTLINES.PAR2	DOC_PRINTLINES.PAR2	свет ослепил меня.	mnie słońce.
9233	114	90219	USE_GAENGEZETTEL	DOC_PRINTLINES.PAR2	DOC_PRINTLINES.PAR2	Но выхода по-прежнему не видно.	Jednak nadal nie widać wyjścia.
9234	114	90220	USE_GAENGEZETTEL	DOC_PRINTLINES.PAR2	DOC_PRINTLINES.PAR2	Единственным выходом представляется этот	Jedynym wyjściem wydaje się ta
9235	114	90221	USE_GAENGEZETTEL	DOC_PRINTLINES.PAR2	DOC_PRINTLINES.PAR2	древний храм.	starożytna świątynia.
9236	114	90222	USE_GAENGEZETTEL	DOC_PRINTLINES.PAR2	DOC_PRINTLINES.PAR2	Интересно, кто его построил...	Ciekawe, kto ją zbudował…
9237	114	90224	USE_GAENGEZETTEL	DOC_PRINTLINES.PAR2	DOC_PRINTLINES.PAR2	...Теперь я нахожусь в этой комнате	...Teraz znajduję się w tej komnacie.
9238	114	90225	USE_GAENGEZETTEL	DOC_PRINTLINES.PAR2	DOC_PRINTLINES.PAR2	5 направлений, два рычага и один переключатель	Jest tu pięć wyjść, dwie dźwignie i jeden przełącznik.
9239	114	90226	USE_GAENGEZETTEL	DOC_PRINTLINES.PAR2	DOC_PRINTLINES.PAR2	который является правильным. Второй с левой стороны.	Który jest właściwy? Drugi od lewej strony.
9240	114	90227	USE_GAENGEZETTEL	DOC_PRINTLINES.PAR2	DOC_PRINTLINES.PAR2	Но, к сожалению, я не справился,	Niestety nie udało mi się tego zrobić,
9241	114	90228	USE_GAENGEZETTEL	DOC_PRINTLINES.PAR2	DOC_PRINTLINES.PAR2	из ниоткуда появился скелет-маг.	bo znikąd pojawił się szkielet-mag.
9242	114	90229	USE_GAENGEZETTEL	DOC_PRINTLINES.PAR2	DOC_PRINTLINES.PAR2	Я мог бы просто спрятаться на некоторое время	Mógłbym po prostu schować się na jakiś czas
9243	114	90230	USE_GAENGEZETTEL	DOC_PRINTLINES.PAR2	DOC_PRINTLINES.PAR2	на выступе над входом...	na półce skalnej nad wejściem…
9244	114	90233	ITWR_WORASHERBSLIST	C_ITEM.NAME	C_ITEM.NAME	Список трав Вораса	Lista ziół dla Vorasa
9245	114	90236	ITWR_WORASHERBSLIST	C_ITEM.TEXT	C_ITEM.TEXT	Я должен принести Ворасу травы	Musze przynieść Vorasowi zioła
9246	114	90237	ITWR_WORASHERBSLIST	C_ITEM.TEXT[1]	C_ITEM.TEXT	из этого списка	z tej listy
9247	114	90239	USEWORASHERBSLIST	DOC_PRINTLINE.PAR2	DOC_PRINTLINE.PAR2	Мне нужно	Potrzebuję
9248	114	90241	USEWORASHERBSLIST	DOC_PRINTLINE.PAR2	DOC_PRINTLINE.PAR2	1x Царский щавель	1x szczaw królewski
9249	114	90242	USEWORASHERBSLIST	DOC_PRINTLINE.PAR2	DOC_PRINTLINE.PAR2	3x Огненный корень	3x ognisty korzeń
9250	114	90243	USEWORASHERBSLIST	DOC_PRINTLINE.PAR2	DOC_PRINTLINE.PAR2	2x Драконий корень	2x smoczy korzeń
9251	114	90244	USEWORASHERBSLIST	DOC_PRINTLINE.PAR2	DOC_PRINTLINE.PAR2	2x Мясной гриб	2x mięso kopacza
9252	114	90245	ITWR_TERYSOA_CRAWLERRAGOUT	C_ITEM.NAME	C_ITEM.NAME	Рецепт краулер-рагу	Przepis na gulasz z pełzacza
9253	114	90248	ITWR_TERYSOA_CRAWLERRAGOUT	C_ITEM.TEXT	C_ITEM.TEXT	Рецепт приготовления краулер-рагу	Przepis na przygotowanie gulaszu z pełzacza
9254	114	90250	USECRAWLERRAGOUTREZEPT	DOC_PRINTLINE.PAR2	DOC_PRINTLINE.PAR2	Рецепт Тролльфауста	Przepis Trollfausta
